Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,609,22.1,45.2,-0.27,0.31,-0.01,-0.01,2.20,-1.49,-0.55,11.55,-0.16,-0.05,-0.09
NQ,longonly,Ret_fwd6hr,0,2750,10.91,549,20.0,54.5,-0.36,0.43,0.07,0.07,8.61,-2.04,3.37,7.89,0.69,0.43,1.55
NQ,longonly,Ret_fwd6hr,2,2900,11.51,557,19.2,53.9,-0.37,0.42,0.06,0.06,3.59,-2.71,2.80,6.54,0.69,0.43,1.15
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,565,19.5,50.6,-0.24,0.29,0.03,0.03,1.90,-1.97,1.32,4.25,0.51,0.31,0.83
NQ,longonly,Ret_fwd6hr,17,2600,10.32,525,20.2,54.9,-0.40,0.35,0.01,0.01,3.34,-4.62,0.58,13.63,0.15,0.04,0.11
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,563,21.7,49.4,-0.28,0.34,0.03,0.03,4.81,-3.54,1.61,8.85,0.41,0.18,0.37
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,584,20.9,46.7,-0.27,0.31,0.00,0.00,1.87,-3.19,0.02,10.50,0.02,0.00,0.00
NQ,longonly,Ret_fwd6hr,23,2800,11.11,562,20.1,55.2,-0.34,0.42,0.08,0.08,6.30,-3.44,4.02,6.97,0.86,0.58,1.65
NQ,longonly,Ret_fwd6hr,6,3200,12.70,633,19.8,55.1,-0.64,0.64,0.07,0.07,5.01,-4.60,3.17,13.15,0.51,0.24,0.70
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,659,20.6,48.3,-0.55,0.60,0.00,0.00,3.11,-3.14,0.10,9.94,0.05,0.01,0.02
NQ,longonly,Ret_fwd6hr,21,2900,11.51,617,21.3,62.1,-0.31,0.30,0.07,0.07,3.51,-3.90,3.89,5.27,1.02,0.74,5.25
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,610,21.0,47.4,-0.21,0.20,-0.02,-0.02,2.36,-2.00,-0.84,12.60,-0.36,-0.07,-0.16
NQ,longonly,Ret_fwd6hr,19,2950,11.71,629,21.3,55.5,-0.29,0.31,0.04,0.04,2.83,-3.94,2.22,5.19,0.63,0.43,1.21
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,586,19.9,46.1,-0.21,0.32,0.03,0.03,5.36,-2.53,1.69,6.50,0.45,0.26,0.84
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,634,19.8,44.5,-0.44,0.53,-0.01,-0.01,3.75,-2.58,-0.39,20.25,-0.06,-0.02,-0.03
NQ,longonly,Ret_fwd6hr,16,3100,12.30,631,20.4,56.7,-0.39,0.32,0.01,0.01,2.49,-4.36,0.51,16.35,0.14,0.03,0.08
NQ,longonly,Ret_fwd6hr,12,3200,12.70,673,21.0,56.9,-0.63,0.57,0.06,0.06,11.67,-6.99,2.78,13.90,0.42,0.20,0.91
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,652,21.0,47.2,-0.41,0.48,0.01,0.01,5.99,-4.80,0.25,14.02,0.07,0.02,0.03
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,645,20.8,45.0,-0.27,0.34,-0.00,-0.00,4.54,-1.89,-0.07,12.60,-0.00,-0.01,-0.01
NQ,longonly,Ret_fwd6hr,14,3100,12.30,644,20.8,53.7,-0.56,0.52,0.02,0.02,3.31,-5.90,0.94,9.19,0.18,0.10,0.32
NQ,longonly,Ret_fwd6hr,10,3300,13.10,617,18.7,58.0,-0.71,0.65,0.08,0.08,10.37,-5.44,3.53,14.14,0.53,0.25,1.14
NQ,longonly,Ret_fwd6hr,4,3250,12.90,685,21.1,49.8,-0.50,0.48,-0.01,-0.01,3.95,-4.43,-0.58,20.47,-0.09,-0.03,-0.06
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,648,19.6,46.0,-0.69,0.84,0.01,0.01,5.13,-6.64,0.18,27.25,0.06,0.01,0.01
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,646,19.9,47.7,-0.39,0.43,0.00,0.00,2.76,-2.10,-0.01,17.30,0.02,-0.00,-0.00
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,696,21.1,47.0,-0.57,0.66,0.01,0.01,4.38,-2.92,0.20,23.31,0.06,0.01,0.02
NQ,longonly,Ret_fwd6hr,8,3300,13.10,697,21.1,55.7,-0.74,0.72,0.08,0.08,11.28,-3.63,3.83,12.50,0.51,0.31,0.99
